Tweet_ID,Created_at,screen_name,Texto,Fecha_Extracción,Hora_Extracción,atropellado,volcadura,fallecimiento,ciclista,motociclista,peaton,Choque,alcaldia,Aceptado
1546266127482888193,2022-07-10 17:52:27-05:00,repartidorr,repartidor de  didi atropellado en  tizapansanangelinformacion   josealfredo ya se canalizan servicios de emergencia  ,7/10/2022,17:59:03,1,0,0,0,0,0,0,,Si
1546266677263867912,2022-07-10 17:54:38-05:00,CruzRoja_CDMX,un  accidente de  transito en   vasco de  quiroga   la  palmita    alvaro  obregon fue reportado a la  cruzrojamexicana  te recomendamos tener cuidado al transitar en esa zona ,7/10/2022,17:59:03,0,0,0,0,0,0,1,,Si
1546245417679077382,2022-07-10 16:30:10-05:00,tlalpensesoy,ayer a las 10pm  un vehiculo se volco en periferico  a la altura de renato leduc  Â¿que se puede hacer para evitar estas desgracias foto  voz de un tapatio   tlalpan ,7/10/2022,18:30:03,0,1,0,0,0,0,0,tlalpan,No
1546255808392007680,2022-07-10 17:11:27-05:00,C5_CDMX,servicios de emergencia trabajan en volcadura sobre centenario y loma nueva  colonia lomas de tarango   alcaldiaao  911cdmx  c5 ,7/10/2022,18:30:03,0,1,0,0,0,0,0,alvaro obregon,No
1546266127482888193,2022-07-10 17:52:27-05:00,repartidorr,repartidor de  didi atropellado en  tizapansanangelinformacion   josealfredo ya se canalizan servicios de emergencia  ,7/10/2022,18:30:03,1,0,0,0,0,0,0,,No
1546268172482912257,2022-07-10 18:00:35-05:00,CruzRoja_CDMX,vehiculos de  emergencia y la  cruzrojamexicana acuden a  loreto   tizapan    alvaro  obregon a auxiliar por un  accidente de  transito ,7/10/2022,18:59:02,0,0,0,0,0,0,1,,Si
1546268743180947456,2022-07-10 18:02:51-05:00,trafico889,Â¡precaucion  ocurrio un  choque en el bajo puente de av  oceania y circuito interior  hacia el eje 1 norte  ,7/10/2022,18:59:02,0,0,0,0,0,0,1,,Si
1546269225878167552,2022-07-10 18:04:46-05:00,OVIALCDMX,18 02  precaucionvial   servicios de emergencia se dirigen a eje 1 norte a la altura de la estacion del metro hangares al poniente   a vcarranza  por percance automovilistico    alternativavial calz  ignacio zaragoza  ,7/10/2022,18:59:02,0,0,0,0,0,0,1,,Si
1546270613588873218,2022-07-10 18:10:17-05:00,trafico889,por percance vial  servicios de emergencia laboran en fuerza aerea mexicana a la altura de la estacion del metro hangares hacia blvd  puerto aereo ,7/10/2022,18:59:02,0,0,0,0,0,0,1,,No
1546271414881230850,2022-07-10 18:13:28-05:00,trafico889,Â¡cuidado  se registra  choque sobre av  rio consulado poco antes de eduardo molina en direccion a la raza ,7/10/2022,18:59:02,0,0,0,0,0,0,1,,Si
1546276103668523010,2022-07-10 18:32:06-05:00,CruzRoja_CDMX,una  ambulancia de  cruzrojamexicana esta atendiendo un  accidente de  transito en   jose  vasconcelos   san  miguel  chapultepec i  seccion    miguel  hidalgo extrema precauciones al pasar por ese lugar ,7/10/2022,18:59:02,0,0,0,0,0,0,1,,Si
1546279098590322688,2022-07-10 18:44:00-05:00,CruzRoja_CDMX,en la direccion   calle 9    reforma  social    miguel  hidalgo un vehiculo de la  cruzrojamexicana atiende un  accidente de  transito  evita esas vialidades ,7/10/2022,18:59:02,0,0,0,0,0,0,1,,Si
1546279391264653317,2022-07-10 18:45:10-05:00,C5_CDMX,servicios de emergencia trabajan por percance vial sobre eje 5 sur y avenida guelatao  colonia chinampac de juarez   alc iztapalapa  alternativa vial  calzada ignacio zaragoza  911cdmx  c5,7/10/2022,18:59:02,0,0,0,0,0,0,1,iztapalapa,Si
1546280265382871049,2022-07-10 18:48:38-05:00,trafico889,por percance vial  servicios de emergencia laboran en eje 5 sur y avenida guelatao  colonia chinampac de juarez ,7/10/2022,18:59:02,0,0,0,0,0,0,1,,No
1546282635613315077,2022-07-10 18:58:03-05:00,CruzRoja_CDMX, cruzrojamexicana esta atendiendo un  accidente de  transito en  periferico   observatorio    miguel  hidalgo con una  ambulancia donada con tus aportaciones ,7/10/2022,18:59:02,0,0,0,0,0,0,1,,Si
1546283896517660674,2022-07-10 19:03:04-05:00,CruzRoja_CDMX,en la direccion  periferico   observatorio    miguel  hidalgo un vehiculo de la  cruzrojamexicana atiende un  accidente de  transito  evita esas vialidades ,7/10/2022,19:59:02,0,0,0,0,0,0,1,,No
1546286782546845696,2022-07-10 19:14:32-05:00,C5_CDMX, precaucionservicios de emergencia trabajan por percance vial sobre periferico al sur y general jose maria cueto  colonia observatorio   alcaldiaao  alternativa vial  parque lira  911cdmx  c5,7/10/2022,19:59:02,0,0,0,0,0,0,1,alvaro obregon,No
1546287094141960192,2022-07-10 19:15:46-05:00,CruzRoja_CDMX,en la direccion  periferico    progreso  tizapan    alvaro  obregon un vehiculo de la  cruzrojamexicana atiende un  accidente de  transito  evita esas vialidades ,7/10/2022,19:59:02,0,0,0,0,0,0,1,,Si
1546288306689871872,2022-07-10 19:20:35-05:00,trafico889,por percance vial  servicios de emergencia laboran en periferico al sur y general jose maria cueto  colonia observatorio ,7/10/2022,19:59:02,0,0,0,0,0,0,1,,No
1546288730641764355,2022-07-10 19:22:16-05:00,SUUMA_CDMX,precaucion  volcadura en 2do piso de periferico al sur y observatorio  servicios de emergencia laborando  ,7/10/2022,19:59:02,0,1,0,0,0,0,0,,Si
1546292869459316736,2022-07-10 19:38:43-05:00,Nueva_Nota_Roja,choque esta tarde el conductor de un mini cooper se estampo en la parte trasera de una camioneta  estaquitas   su conductor resulto lesionado  esto en calzada de las bombas colonia coapa alcaldia de coyoacan  frente al hospital regional  2  nota roja10 07 2022 ,7/10/2022,19:59:02,0,0,0,0,0,0,1,coyoacan,Si
1546288730641764355,2022-07-10 19:22:16-05:00,SUUMA_CDMX,precaucion  volcadura en 2do piso de periferico al sur y observatorio  servicios de emergencia laborando  ,7/10/2022,20:30:02,0,1,0,0,0,0,0,,No
1546311344173064194,2022-07-10 20:52:08-05:00,CruzRoja_CDMX,en la direccion  periferico    ampliacion  daniel  garza    miguel  hidalgo un vehiculo de la  cruzrojamexicana atiende un  accidente de  transito  evita esas vialidades ,7/10/2022,20:59:02,0,0,0,0,0,0,1,,Si
1546327773748383746,2022-07-10 21:57:25-05:00,OVIALCDMX,21 57  precaucionvial   servicios de emergencia laboran en av  oceania antes de circuito interior por percance  no distraiga su atencion al conducir  ,7/10/2022,21:59:02,0,0,0,0,0,0,1,,Si
1546327906800082945,2022-07-10 21:57:57-05:00,CruzRoja_CDMX,vehiculos de  emergencia y la  cruzrojamexicana acuden a   aquiles  serdan   pasteros   azcapotzalco a auxiliar por un  accidente de  transito ,7/10/2022,21:59:02,0,0,0,0,0,0,1,azcapotzalco,Si
1546272658773475328,2022-07-10 18:18:24-05:00,tintasepia,en la interseccion de eje 3 poniente y eje 5 sur  del valle centro   bjalcaldia una moto  de  daruma mx se paso el alto y atropello a un ciclista afortunadamente  el ciclista estaba bien y llegaron a un arreglo  en el punto  ,7/10/2022,22:30:03,1,0,0,1,1,0,0,benito juarez,Si
1546328928691933184,2022-07-10 22:02:00-05:00,C5_CDMX,servicios de emergencia trabajan por volcadura sobre  av  oceania y circuito interior  colonia aquiles serdan   a vcarranza  911cdmx  c5,7/10/2022,22:59:02,0,1,0,0,0,0,0,,Si
1546328956277850112,2022-07-10 22:02:07-05:00,MrElDiablo8,servicios de emergencia se dirigen a circuito interior y oceania por reporte de volcadura   precauciones,7/10/2022,22:59:02,0,1,0,0,0,0,0,,No
1546330419263672321,2022-07-10 22:07:56-05:00,CruzRoja_CDMX, cruzrojamexicana esta atendiendo un  accidente de  transito en  av  tamaulipas    santa  lucia    alvaro  obregon con una  ambulancia donada con tus aportaciones ,7/10/2022,22:59:02,0,0,0,0,0,0,1,,Si
1546331890017341441,2022-07-10 22:13:46-05:00,CruzRoja_CDMX,una  ambulancia de  cruzrojamexicana esta atendiendo un  accidente de  transito en  av  paseo de las  palmas    lomas de  chapultepec i  seccion    miguel  hidalgo extrema precauciones al pasar por ese lugar ,7/10/2022,22:59:02,0,0,0,0,0,0,1,,Si
1546332421947211776,2022-07-10 22:15:53-05:00,MrElDiablo8,servicios de emergencia y  ssc cdmx ya trabajan en la volcadura de circuito interior y oceania   precauciones  ,7/10/2022,22:59:02,0,1,0,0,0,0,0,,No
1546332701694869511,2022-07-10 22:17:00-05:00,CruzRoja_CDMX,personal de la  cruzrojamexicana auxilian a un paciente en   camino a  santa fe    zenon  delgado    alvaro  obregon debido a un  accidente de  transito ,7/10/2022,22:59:02,0,0,0,0,0,0,1,,Si
1546335255237476353,2022-07-10 22:27:09-05:00,JerrxG13,volcadura de  taxi en  circuito y oceania rumbo a la raza    ,7/10/2022,22:59:02,0,1,0,0,0,0,0,,No
1546336099282440192,2022-07-10 22:30:30-05:00,PLATA11CDMX, almomento  se reportan servicio de emergencia laborando en av  oceania y circuito interior  col  pensador mexicano  a vcarranza  accidente  vialidad  reportevial  volcadura  taxi ,7/10/2022,22:59:02,0,1,0,0,0,0,1,,No
1546337212593233921,2022-07-10 22:34:55-05:00,CruzRoja_CDMX,un  accidente de  transito en   antonio  dovali  jaime    santa fe  peÃ±a  blanca    alvaro  obregon fue reportado a la  cruzrojamexicana  te recomendamos tener cuidado al transitar en esa zona ,7/10/2022,22:59:03,0,0,0,0,0,0,1,,Si
1546339659579547648,2022-07-10 22:44:39-05:00,OVIALCDMX,22 43  precaucionvial   choque sobre eje 1 oriente a la altura de calz  santa anita  col  calz  nueva santa anita  alcaldia iztacalco  ,7/10/2022,22:59:03,0,0,0,0,0,0,1,iztacalco,Si
1546339836663107589,2022-07-10 22:45:21-05:00,CruzRoja_CDMX,al transitar por   antonio  dovali  jaime    santa fe  peÃ±a  blanca    alvaro  obregon encontraras un  accidente de  transito atendido por  cruzrojamexicana  ten cuidado y disminuye tu velocidad  ,7/10/2022,22:59:03,0,0,0,0,0,0,1,,No
1546341580075925507,2022-07-10 22:52:16-05:00,alertasurbanas,taxi volcado en avenida oceania al cruce con circuito interior  ,7/10/2022,22:59:03,0,1,0,0,0,0,0,,No
1546343035419721728,2022-07-10 22:58:03-05:00,C5_CDMX,servicios de emergencia trabajan por motociclista accidentado sobre avenida de las torres y calle pipila  colonia lomas de zaragoza   alc iztapalapa  911cdmx  c5  ,7/10/2022,22:59:03,0,0,0,0,1,0,1,iztapalapa,Si
1546353058485047296,2022-07-10 23:37:53-05:00,OVIALCDMX,23 37  precaucionvial   choque sobre circuito interior antes de calz  de los misterios al poniente  col  vallejo  alcaldia gustavo a  madero  ,7/10/2022,23:59:02,0,0,0,0,0,0,1,,Si
1546353455505281025,2022-07-10 23:39:28-05:00,Gposiadeoficial,fuerte accidente carretera federal  puebla tehuacan   tramo tepanco  pino suarez  2  muertos y 6   heridos  comentan derrape de motociclistas sin proteccion de cascos ,7/10/2022,23:59:02,0,0,1,0,1,0,1,,No
1546357441868201985,2022-07-10 23:55:18-05:00,Gposiadeoficial, c5 cdmx  ucs gcdmx  ssc cdmx se solicita unidades medicas por dos motociclistas derrapado con lesiones de posible fractura en piernas av del iman y calle crepusculo alcaldia coyoacan,7/10/2022,23:59:02,0,0,0,0,1,0,1,coyoacan,Si
